time,value
1988,240.51
1989,243.068
1990,243.712
1991,240.187
1992,238.12
1993,235.048
1994,232.298
1995,231.926
1996,236.31
1997,235.909
1998,239.542
1999,237.513
2000,232.952
2001,233.733
2002,235.335
2003,237.351
2004,235.718
2005,240.584
2006,236.692
2007,232.655
2008,233.302
2009,233.738
2010,234.169
2011,235.763
2012,231.033
2013,231.94
2014,233.655
2015,238.596
2016,239.952
2017,243.697
2018,245.369
2019,244.532
2020,243.201
2021,239.04
2022,239.682
2023,239.065
2024,238.049
2025,236.914
2026,240.315
2027,237.427
2028,236.909
2029,240.001
2030,236.8
2031,235.411
2032,234.078
2033,237.212
2034,237.42
2035,237.853
2036,239.291
2037,238.52
2038,239.058
2039,236.35
2040,233.783
2041,230.308
2042,234.228
2043,233.634
2044,230.895
2045,228.065
2046,226.897
2047,227.981
2048,227.824
2049,228.603
2050,229.299
2051,227.976
2052,226.108
2053,223.458
2054,221.238
2055,219.353
2056,218.177
2057,218.194
2058,216.098
2059,214.448
2060,213.103
2061,211.131
2062,211.558
2063,211.492
2064,208.814
2065,207.115
2066,206.846
2067,207.864
2068,207.776
2069,205.59
2070,206.61
2071,205.08
2072,205.566
2073,206.12
2074,201.847
2075,201.093
2076,199.855
2077,201.942
2078,198.797
2079,196.381
2080,197.344
2081,196.221
2082,196.541
2083,195.949
2084,198.392
2085,197.227
2086,196.515
2087,194.26
2088,188.509
2089,188.02
2090,192.546
2091,192.756
2092,191.719
2093,191.847
2094,191.768
2095,188.541
2096,189.584
2097,189.346
2098,193.459
2099,190.584
2100,187.139
2101,186.148
2102,182.019
2103,180.603
2104,180.61
2105,181.524
2106,182.343
2107,181.964
2108,183.542
2109,182.205
2110,183.402
2111,183.164
2112,183.576
2113,182.901
2114,183.902
2115,180.333
2116,180.355
2117,178.867
2118,180.118
2119,178.789
2120,178.842
2121,182.571
2122,184.36
2123,184.17
2124,187.695
2125,186.102
2126,184.73
2127,182.398
2128,181.064
2129,179.688
2130,178.743
2131,175.275
2132,172.559
2133,172.95
2134,175.334
2135,174.758
2136,176.328
2137,176.017
2138,173.804
2139,173.744
2140,167.708
2141,167.235
2142,168.44
2143,164.354
2144,160.87
2145,156.903
2146,155.762
2147,157.685
2148,158.361
2149,159.415
2150,159.417
2151,158.239
2152,158.362
2153,158.261
2154,159.505
2155,160.157
2156,161.326
2157,161.271
2158,161.527
2159,160.126
2160,160.512
2161,160.384
2162,161.113
2163,161.082
2164,161.835
2165,162.224
2166,163.168
2167,161.956
2168,160.017
2169,158.465
2170,158.201
2171,156.594
2172,161.159
2173,161.411
2174,160.234
2175,158.759
2176,160.637
2177,159.732
2178,156.975
2179,156.517
2180,154.334
2181,156.149
2182,153.999
2183,152.057
2184,151.506
2185,150.873
2186,151.478
2187,153.56
2188,153.78
2189,152.708
2190,150.172
2191,151.369
2192,150.306
2193,151.543
2194,152.444
2195,151.888
2196,150.309
2197,151.766
2198,152.326
2199,151.798
2200,150.159
2201,149.125
2202,150.326
2203,151.22
2204,155.095
2205,155.672
2206,155.816
2207,156.534
2208,155.528
2209,153.552
2210,155.61
2211,153.517
2212,154.734
2213,152.781
2214,153.132
2215,154.023
2216,153.445
2217,154.484
2218,154.902
2219,154.043
2220,152.918
2221,149.81
2222,149.97
2223,148.726
2224,147.243
2225,149.575
2226,149.728
2227,150.71
2228,152.722
2229,155.192
2230,154.522
2231,154.878
2232,156.001
2233,156.556
2234,158.644
2235,159.348
2236,157.204
2237,157.056
2238,157.799
2239,158.376
2240,157.94
2241,159.022
2242,158.13
2243,157.735
2244,159.689
2245,162.76
2246,164.339
2247,165.695
2248,167.718
2249,165.017
2250,165.811
2251,164.034
2252,164.294
2253,166.572
2254,169.984
2255,170.485
2256,171.645
2257,170.177
2258,171.238
2259,170.353
2260,168.778
2261,169.922
2262,174.945
2263,173.457
2264,174.981
2265,176.571
2266,178.242
2267,176.06
2268,177.749
2269,178.275
2270,177.638
2271,179.842
2272,176.797
2273,179.205
2274,181.221
2275,181.663
2276,181.684
2277,182.252
2278,181.991
2279,179.475
2280,180.285
2281,181.511
2282,179.883
2283,179.549
2284,182.84
2285,181.824
2286,181.253
2287,184.685
2288,186.166
2289,185.344
2290,184.792
2291,182.935
2292,184.086
2293,184.916
2294,183.631
2295,183.748
2296,185.242
2297,184.57
2298,186.938
2299,186.788
2300,189.489
2301,187.472
2302,186.813
2303,188.639
2304,193.061
2305,193.901
2306,195.685
2307,196.112
2308,195.207
2309,198.356
2310,203.68
2311,202.601
2312,205.483
2313,202.738
2314,201.529
2315,205.295
2316,207.933
2317,210.707
2318,210.44
2319,212.434
2320,211.165
2321,213.763
2322,215.03
2323,215.541
2324,214.011
2325,215.733
2326,218.643
2327,224.033
2328,225.438
2329,225.551
2330,223.748
2331,226.893
2332,227.874
2333,226.508
2334,225.549
2335,226.003
2336,222.902
2337,224.418
2338,223.532
2339,225.009
2340,223.679
2341,224.175
2342,223.163
2343,217.592
2344,219.744
2345,219.709
2346,220.113
2347,217.71
2348,221.19
2349,219.374
2350,217.149
2351,215.155
2352,215.76
2353,214.055
2354,217.473
2355,220.543
2356,222.909
2357,222.126
2358,223.169
2359,218.743
2360,215.333
2361,215.689
2362,213.488
2363,214.574
2364,214.392
2365,211.182
2366,211.087
2367,208.998
2368,206.607
2369,207.303
2370,208.364
2371,209.831
2372,209.856
2373,206.462
2374,207.341
2375,210.077
2376,210.04
2377,209.914
2378,205.882
2379,206.443
2380,204.763
2381,205.411
2382,207.679
2383,207.195
2384,205.546
2385,207.462
2386,209.23
2387,208.292
2388,209.269
2389,209.83
2390,206.936
2391,207.295
2392,208.266
2393,209.169
2394,210.373
2395,210.463
2396,209.725
2397,209.401
2398,211.814
2399,211.603
2400,214.27
2401,217.394
2402,215.939
2403,216.828
2404,216.768
2405,215.043
2406,212.756
2407,214.358
2408,214.948
2409,213.564
2410,213.262
2411,214.105
2412,214.986
2413,215.335
2414,215.541
2415,217.243
2416,215.89
2417,216.753
2418,215.1
2419,216.297
2420,215.668
2421,218.03
2422,218.969
2423,225.441
2424,226.142
2425,229.329
2426,229.468
2427,226.862
2428,227.662
2429,227.476
2430,223.421
2431,220.875
2432,218.262
2433,217.911
2434,217.894
2435,218.892
2436,219.852
2437,218.691
2438,219.942
2439,218.951
2440,217.439
2441,216.613
2442,215.655
2443,215.749
2444,216.595
2445,219.85
2446,221.779
2447,222.26
2448,224.998
2449,226.551
2450,222.191
2451,221.171
2452,221.398
2453,222.022
2454,219.376
2455,222.77
2456,220.247
2457,218.241
2458,218.75
2459,222.052
2460,220.023
2461,220.115
2462,219.233
2463,221.594
2464,219.672
2465,223.191
2466,223.951
2467,218.537
2468,219.494
2469,221.979
2470,222.073
2471,224.95
2472,223.891
2473,223.591
2474,225.798
2475,224.58
2476,227.859
2477,234.539
2478,236.903
2479,238.981
2480,241.936
2481,239.745
2482,242.56
2483,246.469
2484,246.459
2485,248.796
2486,250.851
2487,246.996
2488,246.612
2489,245.138
2490,246.161
2491,239.298
2492,237.677
2493,236.635
2494,237.119
2495,230.79
2496,233.088
2497,234.094
2498,235.016
2499,231.389
2500,230.402
2501,225.064
2502,221.16
2503,219.487
2504,219.983
2505,219.898
2506,218.397
2507,218.333
2508,217.9
2509,218.087
2510,216.789
2511,216.632
2512,220.422
2513,221.244
2514,219.603
2515,216.002
2516,215.731
2517,212.871
2518,214.458
2519,214.07
2520,215.705
2521,216.987
2522,215.998
2523,217.777
2524,216.995
2525,219.559
2526,220.316
2527,221.386
2528,221.178
2529,219.924
2530,220.377
2531,217.053
2532,213.481
2533,211.881
2534,208.6
2535,205.252
2536,203.908
2537,202.023
2538,201.13
2539,200.623
2540,200.293
2541,196.222
2542,196.309
2543,194.057
2544,193.276
2545,193.29
2546,193.414
2547,194.809
2548,192.597
2549,193.613
2550,192.678
2551,191.196
2552,191.278
2553,190.007
2554,188.402
2555,189.128
2556,186.359
2557,189.659
2558,186.751
2559,188.972
2560,190.564
2561,191.922
2562,191.01
2563,192.07
2564,191.959
2565,191.759
2566,193.126
2567,189.895
2568,190.987
2569,189.457
2570,186.667
2571,186.286
2572,186.149
2573,184.76
2574,184.343
2575,185.498
2576,187.146
2577,187.251
2578,187.371
2579,186.939
2580,185.336
2581,183.787
2582,186.844
2583,186.199
2584,184.806
2585,185.138
2586,186.067
2587,185.452
2588,184.323
2589,186.143
2590,183.987
2591,185.504
2592,184.927
2593,185.666
2594,183.91
2595,184.033
2596,183.037
2597,181.745
2598,183.038
2599,182.492
2600,182.89
2601,183.813
2602,184.517
2603,184.592
2604,182.982
2605,181.69
2606,181.097
2607,180.915
2608,180.489
2609,180.287
2610,183.048
2611,180.642
2612,179.028
2613,182.419
2614,182.328
2615,182.929
2616,181.973
2617,177.468
2618,176.434
2619,175.888
2620,176.933
2621,176.523
2622,174.953
2623,174.933
2624,173.253
2625,171.994
2626,174.168
2627,175.038
2628,177.937
2629,179.917
2630,182.339
2631,179.875
2632,176.939
2633,179.546
2634,181.144
2635,180.705
2636,183.163
2637,181.721
2638,181.296
2639,185.71
2640,186.537
2641,185.037
2642,187.388
2643,190.201
2644,189.279
2645,190.617
2646,190.048
2647,191.09
2648,187.627
2649,186.53
2650,190.702
2651,196.218
2652,197.939
2653,195.91
2654,195.144
2655,192.593
2656,193.438
2657,190.802
2658,191.524
2659,190.719
2660,189.116
2661,188.54
2662,189.462
2663,191.866
2664,194.738
2665,197.739
2666,197.42
2667,193.523
2668,195.977
2669,197.644
2670,198.939
2671,200.21
2672,199.739
2673,199.058
2674,199.585
2675,198.32
2676,196.925
2677,197.642
2678,196.93
2679,197.163
2680,194.815
2681,192.798
2682,187.491
2683,188.25
2684,187.886
2685,185.155
2686,183.707
2687,181.764
2688,179.6
2689,179.387
2690,177.791
2691,177.421
2692,177.4
2693,175.663
2694,176.613
2695,177.095
2696,177.557
2697,179.548
2698,176.998
2699,176.044
2700,177.505
2701,174.939
2702,175.071
2703,175.636
2704,173.725
2705,173.69
2706,171.687
2707,172.449
2708,172.105
2709,171.118
2710,170.138
2711,168.934
2712,168.602
2713,168.648
2714,171.586
2715,171.275
2716,171.85
2717,173.306
2718,171.199
2719,171.309
2720,174.098
2721,174.905
2722,173.292
2723,170.827
2724,168.331
2725,169.722
2726,168.81
2727,170.721
2728,170.617
2729,169.086
2730,169.473
2731,167.336
2732,169.665
2733,169.794
2734,169.487
2735,172.792
2736,170.225
2737,170.14
2738,165.967
2739,162.228
2740,164.708
2741,164.901
2742,164.347
2743,165.627
2744,166.911
2745,166.671
2746,167.978
2747,168.001
2748,167.908
2749,166.183
2750,168.58
2751,170.786
2752,168.356
2753,165.778
2754,164.868
2755,164.027
2756,165.215
2757,163.326
2758,162.347
2759,162.481
2760,158.461
2761,156.599
2762,154.632
2763,153.55
2764,153.314
2765,150.952
2766,152.23
2767,153.646
2768,153.762
2769,152.682
2770,152.495
2771,149.919
2772,148.448
2773,148.166
2774,148.126
2775,148.434
2776,146.247
2777,145.799
2778,144.589
2779,143.443
2780,140.188
2781,141.011
2782,140.757
2783,142.305
2784,138.127
2785,136.678
2786,137.914
2787,139.207
2788,137.936
2789,137.043
2790,136.422
2791,135.847
2792,134.562
2793,134.171
2794,135.174
2795,135.645
2796,133.326
2797,132.42
2798,132.358
2799,130.338
2800,131.621
2801,131.892
2802,132.276
2803,132.904
2804,132.381
2805,131.326
2806,131.643
2807,131.387
2808,130.074
2809,128.748
2810,129.513
2811,129.863
2812,130.197
2813,129.013
2814,131.734
2815,132.271
2816,133.305
2817,134.808
2818,136.309
2819,136.302
2820,138.035
2821,138.858
2822,140.423
2823,139.608
2824,141.571
2825,143.161
2826,144.125
2827,145.551
2828,146.586
2829,144.392
2830,143.14
2831,143.968
2832,144.526
2833,147.395
2834,145.596
2835,147.744
2836,149.27
2837,148.501
2838,147.705
2839,148.032
2840,146.434
2841,146.29
2842,150.271
2843,150.043
2844,154.17
2845,152.89
2846,152.818
2847,153.555
2848,151.97
2849,151.623
2850,155.079
2851,157.928
2852,157.02
2853,159.229
2854,159.761
2855,156.926
2856,157.852
2857,157.335
2858,155.261
2859,154.51
2860,153.394
2861,155.062
2862,154.015
2863,153.869
2864,152.897
2865,152.153
2866,152.419
2867,151.778
2868,151.209
2869,154.19
2870,156.028
2871,156.159
2872,155.023
2873,157.529
2874,157.272
2875,155.08
2876,156.649
2877,155.485
2878,155.725
2879,155.512
2880,155.182
2881,154.096
2882,156.9
2883,156.355
2884,158.08
2885,158.523
2886,155.719
2887,155.587
2888,156.038
2889,155.394
2890,152.972
2891,154.418
2892,153.247
2893,153.394
2894,154.258
2895,153.83
2896,155.023
2897,151.652
2898,150.486
2899,150.312
2900,148.251
2901,146.478
2902,145.864
2903,145.128
2904,143.736
2905,144.178
2906,144.618
2907,142.695
2908,142.08
2909,141.714
2910,141.042
2911,139.882
2912,138.506
2913,137.55
2914,138.683
2915,137.947
2916,138.532
2917,139.09
2918,138.209
2919,137.716
2920,137.717
2921,135.348
2922,137.085
2923,136.043
2924,136.144
2925,135.91
2926,135.221
2927,135.246
2928,133.401
2929,134.439
2930,132.664
2931,133.387
2932,134.709
2933,132.364
2934,130.421
2935,131.327
2936,132.195
2937,135.28
2938,134.648
2939,136.35
2940,136.946
2941,137.792
2942,137.672
2943,139.083
2944,136.719
2945,133.59
2946,133.274
2947,131.494
2948,131.262
2949,131.968
2950,130.746
2951,132.076
2952,132.488
2953,133.04
2954,129.8
2955,128.772
2956,127.613
2957,127.719
2958,128.724
2959,127.475
2960,127.004
2961,127.671
2962,125.051
2963,126.637
2964,124.747
2965,125.759
2966,126.218
2967,125.65
2968,124.886
2969,127.879
2970,128.721
2971,129.39
2972,130.449
2973,130.322
2974,131.015
2975,130.66
2976,128.433
2977,128.203
2978,128.97
2979,127.876
2980,130.736
2981,128.89
2982,129.177
2983,128.755
2984,126.686
2985,123.77
2986,123.872
2987,122.954
2988,121.043
2989,120.099
2990,122.518
2991,122.568
2992,124.741
2993,124.709
2994,123.517
2995,124.501
2996,123.888
2997,124.889
2998,126.151
2999,122.767
3000,122.571
3001,122.638
3002,123.492
3003,123.988
3004,124.033
3005,123.792
3006,124.336
3007,125.215
3008,125.735
3009,124.939
3010,125.207
3011,125.78
3012,124.97
3013,124.462
3014,122.544
3015,122.974
3016,124.3
3017,122.929
3018,124.264
3019,124.863
3020,125.882
3021,126.916
3022,126.231
3023,124.287
3024,124.364
3025,125.116
3026,125.85
3027,128.136
3028,129.148
3029,128.353
3030,129.056
3031,131.33
3032,129.797
3033,126.983
3034,124.964
3035,124.988
3036,125.018
3037,124.523
3038,124.745
3039,126.382
3040,126.413
3041,125.213
3042,126.122
3043,128.525
3044,127.223
3045,126.999
3046,125.743
3047,127.042
3048,126.422
3049,130.286
3050,129.083
3051,128.541
3052,129.827
3053,130.018
3054,130.051
3055,131.087
3056,132.686
3057,134.215
3058,134.42
3059,135.556
3060,136.421
3061,137.537
3062,139.399
3063,142.149
3064,141.731
3065,138.888
3066,136.684
3067,135.881
3068,137.197
3069,137.288
3070,136.1
3071,136.743
3072,136.581
3073,135.584
3074,137.899
3075,138.891
3076,136.939
3077,137.679
3078,137.339
3079,136.802
3080,136.317
3081,135.714
3082,135.498
3083,136.776
3084,135.668
3085,132.994
3086,131.733
3087,131.715
3088,133.239
3089,133.091
3090,133.273
3091,134.694
3092,133.642
3093,134.39
3094,133.883
3095,131.387
3096,132.192
3097,132.447
3098,133.52
3099,133.808
3100,135.656
3101,134.686
3102,134.032
3103,133.301
3104,132.077
3105,131.24
3106,130.875
3107,129.81
3108,130.986
3109,129.914
3110,130.924
3111,130.753
3112,130.638
3113,130.337
3114,129.933
3115,129.044
3116,127.344
3117,126.444
3118,123.972
3119,121.347
3120,121.472
3121,124.863
3122,125.32
3123,124.908
3124,122.556
3125,122.403
3126,121.474
3127,120.474
3128,120.956
3129,119.628
3130,122.316
3131,123.735
3132,125.032
3133,126.395
3134,124.937
3135,123.811
3136,124.314
3137,124.832
3138,124.404
3139,124.205
3140,122.137
3141,118.21
3142,118.142
3143,117.976
3144,116.892
3145,115.28
3146,116.551
3147,115.476
3148,116.198
3149,117.079
3150,116.456
3151,116.632
3152,115.671
3153,116.405
3154,116.615
3155,116.521
3156,114.581
3157,114.485
3158,114.155
3159,113.702
3160,112.257
3161,111.796
3162,111.323
3163,113.39
3164,113.168
3165,114.871
3166,113.582
3167,113.521
3168,113.408
3169,112.375
3170,111.41
3171,110.64
3172,107.87
3173,109.263
3174,107.179
3175,106.243
3176,105.607
3177,104.52
3178,105.525
3179,105.185
3180,104.894
3181,104.46
3182,103.236
3183,103.861
3184,102.246
3185,102.29
3186,102.605
3187,101.687
3188,101.527
3189,102.834
3190,103.731
3191,102.8
3192,103.522
3193,103.282
3194,102.529
3195,100.097
3196,99.756
3197,99.1188
3198,99.4163
3199,100.058
3200,99.2464
3201,99.8796
3202,99.3819
3203,99.9156
3204,97.3501
3205,97.7691
3206,99.4
3207,99.6212
3208,102.595
3209,103.608
3210,103.42
3211,105.604
3212,105.847
3213,105.989
3214,105.384
3215,105.995
3216,108.163
3217,108.728
3218,108.742
3219,107.566
3220,109.483
3221,108.548
3222,110.481
3223,108.691
3224,107.605
3225,106.483
3226,106.867
3227,106.201
3228,107.061
3229,108.718
3230,108.374
3231,109.256
3232,107.969
3233,109.039
3234,110.16
3235,108.812
3236,111.059
3237,110.585
3238,109.098
3239,107.725
3240,106.785
3241,106.286
3242,105.942
3243,104.786
3244,106.264
3245,106.505
3246,108.479
3247,108.624
3248,108.888
3249,109.503
3250,112.296
3251,113.391
3252,111.557
3253,110.797
3254,110.9
3255,112.044
3256,112.866
3257,115.057
3258,115.321
3259,114.643
3260,114.391
3261,114.273
3262,113.793
3263,114.109
3264,114.68
3265,115.485
3266,114.842
3267,113.747
3268,113.363
3269,114.695
3270,114.858
3271,115.992
3272,116.743
3273,116.99
3274,117.757
3275,119.215
3276,119.283
3277,120.315
3278,120.024
3279,119.644
3280,120.87
3281,121.681
3282,122.27
3283,123.971
3284,124.032
3285,122.159
3286,119.926
3287,120.606
3288,119.521
3289,119.427
3290,118.916
3291,120.102
3292,118.711
3293,118.503
3294,120.695
3295,119.619
3296,119.464
3297,119.411
3298,120.839
3299,121.76
3300,118.967
3301,117.728
3302,119.911
3303,120.12
3304,118.032
3305,117.46
3306,115.687
3307,115.102
3308,115.964
3309,114.446
3310,115.303
3311,115.125
3312,116.485
3313,115.355
3314,116.906
3315,117.059
3316,118.046
3317,116.446
3318,117.748
3319,118.779
3320,120.902
3321,121.347
3322,122.446
3323,122.335
3324,122.681
3325,122.607
3326,123.277
3327,123.941
3328,122.29
3329,123.169
3330,123.911
3331,124.478
3332,126.544
3333,126.351
3334,126.852
3335,126.557
3336,127.367
3337,131.49
3338,132.356
3339,130.86
3340,130.387
3341,129.736
3342,127.395
3343,125.944
3344,126.842
3345,126.95
3346,126.151
3347,126.343
3348,128.582
3349,129.098
3350,127.55
3351,129.043
3352,128.429
3353,128.096
3354,126.928
3355,127.022
3356,125.839
3357,125.799
3358,125.045
3359,125.28
3360,124.146
3361,124.519
3362,123.903
3363,124.418
3364,123.023
3365,124.278
3366,125.773
3367,124.209
3368,123.057
3369,122.204
3370,123.106
3371,123.93
3372,122.058
3373,122.243
3374,122.757
3375,123.054
3376,123.879
3377,121.83
3378,119.836
3379,119.008
3380,117.455
3381,118.022
3382,120.135
3383,120.068
3384,121.225
3385,119.569
3386,120.55
3387,119.058
3388,117.927
3389,119.905
3390,117.951
3391,118.41
3392,116.3
3393,117.104
3394,115.986
3395,116.654
3396,116.061
3397,113.84
3398,113.539
3399,114.31
3400,113.957
3401,115.577
3402,112.468
3403,112.968
3404,111.431
3405,112.551
3406,112.314
3407,114.579
3408,115.163
3409,115.049
3410,117.179
3411,118.421
3412,118.648
3413,121.115
3414,124.002
3415,125.163
3416,125.601
3417,128.182
3418,128.648
3419,128.893
3420,128.992
3421,131.871
3422,132.014
3423,133.554
3424,133.903
3425,134.933
3426,135.372
3427,138.427
3428,140.103
3429,138.547
3430,137.584
3431,139.089
3432,139.814
3433,138.096
3434,137.255
3435,138.171
3436,137.586
3437,135.777
3438,136.473
3439,136.653
3440,138.488
3441,137.564
3442,138.297
3443,140.396
3444,140.04
3445,138.4
3446,140.046
3447,140.62
3448,141.142
3449,140.037
3450,139.575
3451,141.989
3452,141.081
3453,141.058
3454,143.233
3455,143.257
3456,142.564
3457,142.236
3458,141.735
3459,143.901
3460,143.336
3461,143.972
3462,145.018
3463,144.585
3464,146.179
3465,147.535
3466,148.378
3467,147.289
3468,146.06
3469,145.418
3470,146.454
3471,145.527
3472,145.029
3473,144.758
3474,146.751
3475,149.131
3476,148.273
3477,146.398
3478,144.63
3479,143.223
3480,142.217
3481,143.483
3482,142.824
3483,141.656
3484,140.401
3485,142.079
3486,142.339
3487,141.926
3488,141.648
3489,143.062
3490,140.121
3491,140.778
3492,140.823
3493,141.001
3494,141.686
3495,142.713
3496,140.479
3497,142.256
3498,142.009
3499,143.749
3500,143.05
3501,142.852
3502,143.049
3503,143.615
3504,143.533
3505,144.995
3506,146.514
3507,148.117
3508,148.224
3509,148.457
3510,149.283
3511,152.114
3512,151.528
3513,151.546
3514,152.609
3515,151.492
3516,152.274
3517,151.113
3518,153.16
3519,152.649
3520,152.781
3521,152.445
3522,153.312
3523,153.203
3524,155.57
3525,154.029
3526,154
3527,154.074
3528,156.038
3529,157.055
3530,156.025
3531,156.534
3532,155.125
3533,157.121
3534,156.13
3535,154.302
3536,156.551
3537,159.162
3538,158.072
3539,157.906
3540,158.72
3541,158.961
3542,160.18
3543,159.873
3544,159.197
3545,158.341
3546,155.905
3547,155.473
3548,154.065
3549,152.946
3550,149.906
3551,148
3552,146.545
3553,148.85
3554,150.637
3555,151.773
3556,152.065
3557,150.162
3558,149.258
3559,148.893
3560,147.934
3561,146.278
3562,144.387
3563,142.595
3564,141.41
3565,141.086
3566,141.687
3567,141.212
3568,141.563
3569,141.376
3570,141.916
3571,140.082
3572,140.859
3573,139.773
3574,139.469
3575,139.152
3576,139.98
3577,141.153
3578,138.39
3579,135.676
3580,136.506
3581,134.826
3582,133.03
3583,131.864
3584,131.985
3585,132.231
3586,131.684
3587,128.506
3588,126.683
3589,125.084
3590,124.211
3591,123.308
3592,122.205
3593,120.871
3594,122.023
3595,120.441
3596,118.446
3597,115.883
3598,114.066
3599,114.395
3600,113.993
3601,112.864
3602,112.279
3603,110.323
3604,107.548
3605,108.376
3606,109.589
3607,109.692
3608,107.929
3609,107.679
3610,108.649
3611,107.093
3612,105.65
3613,104.693
3614,104.343
3615,104.476
3616,106.188
3617,105.41
3618,105.921
3619,106.17
3620,107.736
3621,108.138
3622,109.778
3623,109.444
3624,109.704
3625,109.014
3626,107.229
3627,106.834
3628,106.904
3629,109.524
3630,109.528
3631,107.898
3632,107.009
3633,106.09
3634,107.193
3635,107.238
3636,107.873
3637,106.38
3638,106.095
3639,106.167
3640,105.159
3641,103.926
3642,102.354
3643,101.497
3644,100.499
3645,99.409
3646,98.8526
3647,99.6207
3648,97.9602
3649,98.9528
3650,99.7316
3651,100.889
3652,99.7791
3653,101.513
3654,102.716
3655,101.205
3656,100.181
3657,98.8651
3658,97.6404
3659,97.3746
3660,97.8744
3661,96.1902
3662,96.1678
3663,95.7304
3664,94.0926
3665,94.1072
3666,94.8349
3667,93.8461
3668,93.0898
3669,93.5229
3670,93.9877
3671,96.0867
3672,96.743
3673,97.6671
3674,95.0067
3675,95.5958
3676,94.4862
3677,94.245
3678,93.9028
3679,93.4108
3680,92.6897
3681,93.7311
3682,93.5473
3683,92.6747
3684,91.9004
3685,90.3385
3686,90.8467
3687,92.1726
3688,92.58
3689,90.9064
3690,90.1457
3691,89.9342
3692,90.1519
3693,91.4606
3694,91.5311
3695,93.0062
3696,93.1805
3697,91.6136
3698,91.6816
3699,91.3973
3700,90.6378
3701,91.5524
3702,91.6763
3703,90.9092
3704,90.8512
3705,90.3385
3706,88.092
3707,89.1329
3708,90.7716
3709,90.1783
3710,90.0225
3711,89.6409
3712,89.8385
3713,90.6162
3714,92.8379
3715,92.8624
3716,92.0253
3717,91.3957
3718,90.435
3719,92.1315
3720,92.3297
3721,92.1484
3722,93.0775
3723,94.5239
3724,94.4583
3725,94.4109
3726,95.1313
3727,95.7519
3728,95.6257
3729,95.1591
3730,94.085
3731,94.0661
3732,96.1794
3733,95.5135
3734,96.7453
3735,97.5129
3736,98.361
3737,98.4019
3738,98.4379
3739,98.5103
3740,98.6548
3741,97.8199
3742,97.7239
3743,98.5518
3744,98.406
3745,98.3808
3746,98.9476
3747,100.987
3748,100.968
3749,101.517
3750,103.025
3751,102.601
3752,103.202
3753,101.275
3754,101.698
3755,102.127
3756,103.191
3757,102.627
3758,102.642
3759,102.977
3760,103.923
3761,103.809
3762,101.725
3763,100.752
3764,100.884
3765,102.022
3766,103.373
3767,104.705
3768,105.574
3769,105.727
3770,105.322
3771,105.429
3772,104.301
3773,105.133
3774,105.977
3775,106.248
3776,105.235
3777,106.899
3778,106.916
3779,108.939
3780,109.696
3781,109.535
3782,109.329
3783,111.034
3784,110.872
3785,109.253
3786,110.589
3787,110.197
3788,112.454
3789,111.978
3790,113.02
3791,112.282
3792,112.324
3793,111.708
3794,111.949
3795,111.21
3796,112.119
3797,113.195
3798,113.848
3799,113.705
3800,115.821
3801,114.755
3802,115.236
3803,116.306
3804,119.278
3805,117.782
3806,119.827
3807,118.244
3808,117.646
3809,118.951
3810,119.971
3811,119.23
3812,118.149
3813,119
3814,120.975
3815,121.697
3816,122.395
3817,124.193
3818,124.203
3819,124.768
3820,124.707
3821,124.462
3822,126.335
3823,123.736
3824,123.671
3825,125.52
3826,126.937
3827,127.579
3828,127
3829,126.879
3830,127.402
3831,129.934
3832,131.799
3833,133.324
3834,134.032
3835,133.629
3836,134.403
3837,134.139
3838,133.036
3839,132.861
3840,132.89
3841,130.514
3842,131.51
3843,130.817
3844,131.928
3845,131.788
3846,134.25
3847,134.358
3848,134.347
3849,134.603
3850,134.656
3851,134.761
3852,135.455
3853,136.41
3854,133.799
3855,135.825
3856,136.641
3857,136.308
3858,138.284
3859,139.278
3860,138.397
3861,140.678
3862,139.496
3863,142.505
3864,145.186
3865,146.739
3866,148.022
3867,148.699
3868,150.126
3869,151.502
3870,151.437
3871,153.605
3872,154.295
3873,156.217
3874,156.351
3875,158.611
3876,159.793
3877,161.476
3878,161.101
3879,159.885
3880,160.49
3881,160.564
3882,160.445
3883,157.387
3884,157.228
3885,159.174
3886,160.969
3887,166.009
3888,165.789
3889,164.876
3890,163.049
3891,165.411
3892,168.576
3893,167.943
3894,167.789
3895,165.113
3896,165.323
3897,167.539
3898,169.454
3899,171.927
3900,172.893
3901,174.114
3902,173.044
3903,172.1
3904,170.447
3905,171.648
3906,170.819
3907,169.613
3908,169.817
3909,169.031
3910,169.33
3911,170.027
3912,170.516
3913,169.806
3914,171.464
3915,170.277
3916,172.79
3917,172.292
3918,173.644
3919,171.862
3920,172.197
3921,172.817
3922,173.712
3923,173.776
3924,171.076
3925,170.301
3926,168.93
3927,167.838
3928,171.033
3929,168.659
3930,167.935
3931,166.799
3932,168.313
3933,165.44
3934,165.503
3935,166.381
3936,166.342
3937,164.675
3938,164.672
3939,164.65
3940,165.053
3941,166.519
3942,163.997
3943,161.598
3944,162.146
3945,160.755
3946,161.178
3947,163.596
3948,164.602
3949,165.982
3950,163.606
3951,163.196
3952,165.27
3953,165.484
3954,163.116
3955,161.958
3956,161.535
3957,160.615
3958,162.024
3959,160.146
3960,161.596
3961,162.024
3962,164.348
3963,164.914
3964,164.056
3965,164.739
3966,164.123
3967,161.514
3968,159.139
3969,160.108
3970,161.482
3971,160.202
3972,160.863
3973,161.947
